"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2"
5,"e2e",0.5,0.503041172098835,0.945100078483487,0.910487696573236,0.0219376954594832
1,"naive",0.9,0.297610702938887,0.530762304921969,0.842841005365716,3.28835194898066e-05
2,"naive",0.9,0.311113907139329,0.513657360915847,0.846765197992192,2.54106694796437e-05
3,"naive",0.9,0.291847057449357,0.493560606060606,0.842266890005583,2.13791628978513e-05
4,"naive",0.9,0.242646721564214,0.506145833333333,0.849722991689751,8.68214299526938e-05
5,"naive",0.9,0.319189350047225,0.497087240693379,0.841145102441763,1.21001143675626e-05
1,"e2e + reshuffle",0.9,0.0108429912036286,0.534384768400114,0.517666139884424,2.06624256505518e-05
2,"e2e + reshuffle",0.9,0.00254289087061976,0.54749399759904,0.52325211374827,0.00017728984422496
3,"e2e + reshuffle",0.9,0.000484730665284901,0.604810996563574,0.518630887535443,0.00189610409129514
4,"e2e + reshuffle",0.9,0.000850664717595395,0.514611367744527,0.529284252669412,5.51131371562677e-05
5,"e2e + reshuffle",0.9,0.00367366238039893,0.496221322537112,0.530398354585345,9.73537561269833e-05
1,"e2e",0.9,0.526148230513599,0.978316326530612,0.946032574580426,0.0658580074071053
2,"e2e",0.9,0.506721737144881,0.95727053625226,0.93612011394457,0.0691357945121788
3,"e2e",0.9,0.504308587298173,0.984924623115578,0.938936812873187,0.0218724093359016
4,"e2e",0.9,0.567275764466493,0.925336412934324,0.934283578902413,0.0678445796820311
5,"e2e",0.9,0.50289225033951,0.876401446654611,0.941438191438192,0.0444793722705267
