"rep","method","richness_mae_test","feasible_and_stable_balanced_accuracy_test","composition_balanced_accuracy_mean_test","abundance_mae_mean_test","richness_mae_train","feasible_and_stable_balanced_accuracy_train","composition_balanced_accuracy_mean_train","abundance_mae_mean_train","experimental_design","num_train","num_species_dataset","num_replicates_dataset","num_cases_dataset","num_losses_mean_train","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean_train","abundance_final_skewness_nonzero_mean_train"
5,"love",0.42398363246842,NA,0.83232542007461,1325.19543388265,0,NA,1,697.051985844445,"high-2",30,18,1,238551,8.9,4320.91402921242,4.78167344185822,1.91212845872009,3.93896696685859,2.11662246633647
1,"love + reshuffle",0.53885282688778,NA,0.500334061667161,1082.48762574032,0.216820510398278,NA,0.558272058823529,538.627812723704,"low-2",30,18,1,238551,0.533333333333333,4320.91402921242,4.78167344185822,1.91212845872009,7.69829284248447,1.60022932582587
5,"love + reshuffle",0.563151479936687,NA,0.501978419957866,1121.7884600151,0.340369312630906,NA,0.549203431372549,722.115040318127,"low-2",30,18,1,238551,0.6,4320.91402921242,4.78167344185822,1.91212845872009,6.38637205682498,0.967676455203025
1,"naive",7.39425878643809,NA,0.829254926842318,1210.81833445284,1.66666666666667,NA,0.966666666666667,404.441288856837,"low-3",30,18,1,238551,1.1,4320.91402921242,4.78167344185822,1.91212845872009,7.98426182646528,2.28286448310571
5,"naive",7.39424620892919,NA,0.829255481734743,1292.42167517532,1.76666666666667,NA,0.962254901960784,583.038787821978,"low-3",30,18,1,238551,1.26666666666667,4320.91402921242,4.78167344185822,1.91212845872009,6.09734527106063,1.04559408674228
1,"love",0.475620664774209,NA,0.567807916779407,1000.62054467469,0.274181023903458,NA,1,153.571899711331,"low-3",30,18,1,238551,1.1,4320.91402921242,4.78167344185822,1.91212845872009,6.86857629562681,1.5747007880807
5,"love",0.564287554310054,NA,0.596147536748061,800.665310337415,0.138472608514562,NA,1,88.8831213483245,"low-3",30,18,1,238551,1.16666666666667,4320.91402921242,4.78167344185822,1.91212845872009,6.51307631900575,1.41298584996743
1,"love + reshuffle",0.512693072308099,NA,0.683618553271873,1353.95093670151,0.444667777777778,NA,0.697954129204129,1620.4290279575,"mixed",30,18,1,238551,4.73333333333333,4320.91402921242,4.78167344185822,1.91212845872009,4.30578429540784,1.66627254911849
5,"love + reshuffle",0.454328375568808,NA,0.666681686892386,1393.959932389,0.525228174603175,NA,0.68348137973138,1693.22708514396,"mixed",30,18,1,238551,4.76666666666667,4320.91402921242,4.78167344185822,1.91212845872009,4.7797870832815,1.82756254328236
1,"love + reshuffle",0.51589328915125,NA,0.801730018685351,1582.77891671324,0.249801372668659,NA,0.916940165777375,1155.97386415476,"high-2",43,18,1,238551,8.65116279069767,4320.91402921242,4.78167344185822,1.91212845872009,3.92758724809295,2.16886364233606
5,"love + reshuffle",0.520551281967057,NA,0.802114315625997,1574.6111457917,0.368628705343012,NA,0.922711752072217,983.243869178752,"high-2",43,18,1,238551,8.86046511627907,4320.91402921242,4.78167344185822,1.91212845872009,3.95436632523278,2.15034079507071
1,"naive",7.39472470525098,NA,0.829244757043092,1223.84253355481,0.813953488372093,NA,0.981532147742818,404.089667322774,"low-2",43,18,1,238551,0.627906976744186,4320.91402921242,4.78167344185822,1.91212845872009,7.75523764828861,1.61562891810283
5,"naive",7.39472889798246,NA,0.829244387094645,1262.71662279075,0.790697674418605,NA,0.983584131326949,526.270165790485,"low-2",43,18,1,238551,0.558139534883721,4320.91402921242,4.78167344185822,1.91212845872009,6.4762434286226,1.01099988991703
1,"love",0.484352477584293,NA,0.545148069801667,1064.28106277834,0.179593332658249,NA,0.994047619047619,95.036616160836,"low-2",43,18,1,238551,0.488372093023256,4320.91402921242,4.78167344185822,1.91212845872009,8.71494303954009,2.04820674274548
5,"love",0.421453879429757,NA,0.553681962537979,1081.79423014167,0.224731704171077,NA,1,98.9648683982083,"low-2",43,18,1,238551,0.558139534883721,4320.91402921242,4.78167344185822,1.91212845872009,7.84230012358072,1.57519384172338
1,"love + reshuffle",0.542726662907394,NA,0.504357417925516,1080.20628566945,0.392186219852499,NA,0.561180460556316,954.691743461255,"low-3",43,18,1,238551,0.976744186046512,4320.91402921242,4.78167344185822,1.91212845872009,6.13300305237175,1.28160656792972
5,"love + reshuffle",0.588158808979243,NA,0.500591861957378,1078.53239383202,0.50780006221169,NA,0.540022229822161,883.229885785201,"low-3",43,18,1,238551,1.11627906976744,4320.91402921242,4.78167344185822,1.91212845872009,6.79351717002941,1.53543255091699
1,"naive",7.3934375366864,NA,0.829274094779775,1526.23715150414,7.95348837209302,NA,0.818805274183181,1612.22567808645,"mixed",43,18,1,238551,4.72093023255814,4320.91402921242,4.78167344185822,1.91212845872009,4.69391087930435,1.98186986659927
5,"naive",7.39353396951046,NA,0.829272445691149,1477.29930983589,7.41860465116279,NA,0.82795223187665,1443.53037864775,"mixed",43,18,1,238551,4.51162790697674,4320.91402921242,4.78167344185822,1.91212845872009,4.72346702583416,1.94408812204271
1,"love",0.389421707010863,NA,0.934069597702275,649.419819660456,0.287403457796913,NA,1,483.623071280471,"mixed",43,18,1,238551,5,4320.91402921242,4.78167344185822,1.91212845872009,4.63026815267857,1.84306988595331
5,"love",0.392884879981723,NA,0.948466754562403,582.54290664103,0.213048709927404,NA,1,454.568675230827,"mixed",43,18,1,238551,4.27906976744186,4320.91402921242,4.78167344185822,1.91212845872009,5.3724743807579,2.20667280444774
1,"naive",7.3917790757645,NA,0.829334742797661,1579.7930667812,14.1612903225806,NA,0.588725969371131,2179.881988793,"high-2",62,18,1,238551,8.7741935483871,4320.91402921242,4.78167344185822,1.91212845872009,3.96660411558381,2.1802945640607
5,"naive",7.39176649656798,NA,0.829334967275847,1567.98709033771,14.2096774193548,NA,0.587862495927012,2302.95363196288,"high-2",62,18,1,238551,8.74193548387097,4320.91402921242,4.78167344185822,1.91212845872009,3.95940878944755,2.18990705905372
1,"love",0.338595748651001,NA,0.825683008436802,1428.2778207412,0.0167295445789689,NA,1,708.080963721788,"high-2",62,18,1,238551,8.85483870967742,4320.91402921242,4.78167344185822,1.91212845872009,3.93149158629273,2.1322125289156
5,"love",0.340001900468302,NA,0.817776554245315,1470.81237395035,0.0215757798678299,NA,1,718.926980318609,"high-2",62,18,1,238551,8.88709677419355,4320.91402921242,4.78167344185822,1.91212845872009,3.91646941582843,2.13242921280822
1,"love + reshuffle",0.574352998448403,NA,0.500255431095616,1078.80248070799,0.313988466849697,NA,0.51553605313093,810.646407599928,"low-2",62,18,1,238551,0.629032258064516,4320.91402921242,4.78167344185822,1.91212845872009,7.95228257812864,1.59135366997599
5,"love + reshuffle",0.64396979473714,NA,0.500094944191703,1078.12316386519,0.315735229199153,NA,0.509462391513983,838.356816227563,"low-2",62,18,1,238551,0.548387096774194,4320.91402921242,4.78167344185822,1.91212845872009,7.3429724828666,1.3393029146158
1,"naive",7.39503708766442,NA,0.829236301269119,1252.76264172743,1.62903225806452,NA,0.969654050144648,505.658824009443,"low-3",62,18,1,238551,0.983870967741935,4320.91402921242,4.78167344185822,1.91212845872009,7.23012307100085,1.74078956927565
5,"naive",7.39503289459891,NA,0.829237003491433,1254.52103517197,1.64516129032258,NA,0.964688092979127,519.437823067887,"low-3",62,18,1,238551,1.17741935483871,4320.91402921242,4.78167344185822,1.91212845872009,6.63124312426829,1.34946839197306
1,"love",0.448380121105111,NA,0.606919015901173,902.756810286222,0.157818014404423,NA,1,131.578892030969,"low-3",62,18,1,238551,1.03225806451613,4320.91402921242,4.78167344185822,1.91212845872009,7.07068947317589,1.70406268749928
5,"love",0.437711244043923,NA,0.632833195156142,784.875288914468,0.100662829788604,NA,1,137.899087737052,"low-3",62,18,1,238551,1.04838709677419,4320.91402921242,4.78167344185822,1.91212845872009,6.79550807289742,1.51179930691917
1,"love + reshuffle",0.539235822493718,NA,0.626686492632499,1227.0871663654,0.582848182507457,NA,0.628688732993761,1632.61707575369,"mixed",62,18,1,238551,4.88709677419355,4320.91402921242,4.78167344185822,1.91212845872009,4.93287638561465,1.97633691979689
5,"love + reshuffle",0.567438705399616,NA,0.625869588999009,1200.31681002124,0.663862941628264,NA,0.630405552701568,1408.28405182279,"mixed",62,18,1,238551,4.54838709677419,4320.91402921242,4.78167344185822,1.91212845872009,4.8768688466417,1.92004921687001
1,"love + reshuffle",0.482094035181396,NA,0.794147691699359,1605.04849097053,0.331539296294192,NA,0.90358784473953,1269.32487698353,"high-2",89,18,1,238551,8.68539325842697,4320.91402921242,4.78167344185822,1.91212845872009,3.93916025968761,2.18689912411053
5,"love + reshuffle",0.485043184262178,NA,0.801830442950476,1595.18462780617,0.333423344962755,NA,0.890874231885468,1141.44071337176,"high-2",89,18,1,238551,8.75280898876404,4320.91402921242,4.78167344185822,1.91212845872009,3.93484712277644,2.16041066814946
1,"naive",7.39600020128993,NA,0.829214630708778,1235.82816225718,0.797752808988764,NA,0.985294117647059,443.473852848162,"low-2",89,18,1,238551,0.49438202247191,4320.91402921242,4.78167344185822,1.91212845872009,7.03440116352561,1.2564319054039
5,"naive",7.39600439483021,NA,0.829215740763556,1244.10579240253,0.786516853932584,NA,0.982286096256685,466.280405034486,"low-2",89,18,1,238551,0.595505617977528,4320.91402921242,4.78167344185822,1.91212845872009,7.20825835268365,1.24528782457106
1,"love",0.4443892087686,NA,0.587899661273539,753.766226087698,0.196900167375402,NA,1,54.3377047667961,"low-2",89,18,1,238551,0.50561797752809,4320.91402921242,4.78167344185822,1.91212845872009,6.70487987846608,1.06751518550934
5,"love",0.460239600769812,NA,0.583873985136974,757.503128791512,0.167311951331256,NA,1,88.3184971569138,"low-2",89,18,1,238551,0.550561797752809,4320.91402921242,4.78167344185822,1.91212845872009,7.04901139177169,1.30949476882628
1,"love + reshuffle",0.582963575778512,NA,0.500183321701338,1078.84493805425,0.378039450262191,NA,0.504249283983256,906.768892484273,"low-3",89,18,1,238551,1.1685393258427,4320.91402921242,4.78167344185822,1.91212845872009,7.17921979224106,1.71098762205166
5,"love + reshuffle",0.610606086161105,NA,0.500217095722664,1088.57797746403,0.467376308417349,NA,0.528544282881692,1098.78918174392,"low-3",89,18,1,238551,1,4320.91402921242,4.78167344185822,1.91212845872009,7.55785798089319,1.875903757503
1,"naive",7.39355117377192,NA,0.829271679734389,1514.02494229167,7.35955056179775,NA,0.83068684592561,1559.19724304373,"mixed",89,18,1,238551,4.53932584269663,4320.91402921242,4.78167344185822,1.91212845872009,4.70409713791545,1.86452997936205
5,"naive",7.3935973027149,NA,0.829269613961922,1472.64424742705,7.23595505617978,NA,0.836221746693492,1434.0702996677,"mixed",89,18,1,238551,4.37078651685393,4320.91402921242,4.78167344185822,1.91212845872009,4.82379571389616,1.90730154780366
1,"love",0.297914334918492,NA,0.955922339401163,506.9762571639,0.142350561797753,NA,1,480.848497865763,"mixed",89,18,1,238551,4.66292134831461,4320.91402921242,4.78167344185822,1.91212845872009,4.71855026655936,1.87168591635623
5,"love",0.336250836482694,NA,0.965110055760566,466.534988933454,0.226772829105975,NA,1,448.380805984209,"mixed",89,18,1,238551,4.96629213483146,4320.91402921242,4.78167344185822,1.91212845872009,4.87187078925385,1.92155908852175
1,"naive",7.38990621749488,NA,0.829400601430542,1568.68360982214,14.2125984251969,NA,0.588232720909886,2197.22976447134,"high-2",127,18,1,238551,8.77165354330709,4320.91402921242,4.78167344185822,1.91212845872009,3.94321512544516,2.16847786563704
5,"naive",7.38990202328625,NA,0.829400294277611,1588.81935106309,14.2204724409449,NA,0.588809353376282,2182.04869473534,"high-2",127,18,1,238551,8.75590551181102,4320.91402921242,4.78167344185822,1.91212845872009,3.93645421595296,2.16548225222844
1,"love",0.327102229498991,NA,0.850789069803119,1218.96568324574,0.13372364272797,NA,1,720.938327994278,"high-2",127,18,1,238551,8.76377952755906,4320.91402921242,4.78167344185822,1.91212845872009,3.95030053121696,2.17918230035118
5,"love",0.334488524719678,NA,0.842262254355726,1258.03160232525,0.141346830895006,NA,1,721.776248868619,"high-2",127,18,1,238551,8.77952755905512,4320.91402921242,4.78167344185822,1.91212845872009,3.93936690160909,2.16381260385477
1,"love + reshuffle",0.558406006276992,NA,0.50003095228362,1078.44818394995,0.293409650906894,NA,0.506383163501621,919.802619654158,"low-2",127,18,1,238551,0.535433070866142,4320.91402921242,4.78167344185822,1.91212845872009,7.44834071691154,1.4964599004767
5,"love + reshuffle",0.637150386072087,NA,0.499925992421565,1079.96124012327,0.396915386292884,NA,0.489393674136321,949.152570486765,"low-2",127,18,1,238551,0.52755905511811,4320.91402921242,4.78167344185822,1.91212845872009,7.00719128667475,1.31511298847763
1,"naive",7.39664211656545,NA,0.829199346590699,1288.72490765871,1.56692913385827,NA,0.966057781380269,598.846725553121,"low-3",127,18,1,238551,1.1259842519685,4320.91402921242,4.78167344185822,1.91212845872009,6.78882591849253,1.45229380847052
5,"naive",7.39660856289635,NA,0.829199184681231,1280.7799511073,1.62992125984252,NA,0.966361741547012,602.106146647802,"low-3",127,18,1,238551,1.11811023622047,4320.91402921242,4.78167344185822,1.91212845872009,6.56678033040688,1.40992384356835
1,"love",0.420139523818892,NA,0.690182831201822,706.459919189371,0.180177129134682,NA,1,156.102980562264,"low-3",127,18,1,238551,1.1259842519685,4320.91402921242,4.78167344185822,1.91212845872009,7.28975495633196,1.7664985284069
5,"love",0.401175308197349,NA,0.682343441426079,865.799954988362,0.139168590424185,NA,1,155.888748948931,"low-3",127,18,1,238551,1.18897637795276,4320.91402921242,4.78167344185822,1.91212845872009,6.80676393059975,1.43499599137446
1,"love + reshuffle",0.52714726921258,NA,0.69618722090826,1256.77232489287,0.593542155542114,NA,0.679283292938342,1658.86616106721,"mixed",127,18,1,238551,4.43307086614173,4320.91402921242,4.78167344185822,1.91212845872009,4.8506803742653,1.99066198903269
5,"love + reshuffle",0.50295952254074,NA,0.62181164724337,1240.53249939034,0.608973681392973,NA,0.631717821895566,1642.51332330543,"mixed",127,18,1,238551,4.4251968503937,4320.91402921242,4.78167344185822,1.91212845872009,4.83416187663421,1.95117252627657
1,"love + reshuffle",0.534568286478628,NA,0.500128769487439,1078.0402850024,0.424982403483232,NA,0.548003053680489,1003.69456250662,"low-3",183,18,1,238551,1.13661202185792,4320.91402921242,4.78167344185822,1.91212845872009,7.3049191317051,1.74023493099328
5,"love + reshuffle",0.515202008724165,NA,0.500182053488085,1079.00476507429,0.434285553962621,NA,0.529869147112397,1036.31917594006,"low-3",183,18,1,238551,1.07650273224044,4320.91402921242,4.78167344185822,1.91212845872009,7.15562413077434,1.69550844920936
1,"naive",7.3934252919855,NA,0.829276088674553,1484.20381559219,7.54098360655738,NA,0.824217056515755,1459.62818280025,"mixed",183,18,1,238551,4.6775956284153,4320.91402921242,4.78167344185822,1.91212845872009,4.8734497782762,1.99209255039423
5,"naive",7.39372734595248,NA,0.82926964702818,1460.44768679487,7.14754098360656,NA,0.832607635319786,1356.01009332623,"mixed",183,18,1,238551,4.55737704918033,4320.91402921242,4.78167344185822,1.91212845872009,5.01421690368007,1.93593046890585
1,"love",0.249172086998149,NA,0.991354743536431,486.734147291371,0.144740085963445,NA,1,468.023345249852,"mixed",183,18,1,238551,4.54644808743169,4320.91402921242,4.78167344185822,1.91212845872009,4.68946442969956,1.91113310725868
5,"love",0.254257544447012,NA,0.990487402475195,493.378079173873,0.146735959456451,NA,1,456.119401208041,"mixed",183,18,1,238551,4.4207650273224,4320.91402921242,4.78167344185822,1.91212845872009,4.78847002163093,1.89818882544382
1,"naive",7.39995887312358,NA,0.829119714834065,1273.72228249761,1.59848484848485,NA,0.967435976291657,575.103567096117,"low-3",264,18,1,238551,1.07575757575758,4320.91402921242,4.78167344185822,1.91212845872009,6.80338711672047,1.50745223446133
5,"naive",7.39997565960376,NA,0.829120270588656,1284.68451097471,1.58333333333333,NA,0.966410427807487,602.753468555331,"low-3",264,18,1,238551,1.11742424242424,4320.91402921242,4.78167344185822,1.91212845872009,6.91813384234828,1.55109488461591
1,"love",0.372072119219732,NA,0.722906532947567,655.727314422249,0.108552290282848,NA,1,144.201027021778,"low-3",264,18,1,238551,1.15151515151515,4320.91402921242,4.78167344185822,1.91212845872009,6.98655716607235,1.55750123374625
5,"love",0.37384318864473,NA,0.711872965321361,747.341774287001,0.109943207057325,NA,1,151.185098031513,"low-3",264,18,1,238551,1.09469696969697,4320.91402921242,4.78167344185822,1.91212845872009,7.30716226613871,1.76654036891914
1,"love + reshuffle",0.501566202582483,NA,0.643453912487724,1170.72318384528,0.578029139272268,NA,0.652019823610733,1720.7209984937,"mixed",264,18,1,238551,4.50378787878788,4320.91402921242,4.78167344185822,1.91212845872009,4.85327587123994,1.9568528422079
