"a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star","feasible.and.stable","state_idx"
1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,6,0.42,0,0,0,0,0,0,29.18,21.95,0,0,0,20.5,0.3,0,0,80.07,0,NA,78243
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,NA,131072
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,10,4.32,0,0,55.12,0.1,0,0,0,25.42,5.42,0,4.43,8.67,4.67,0,0,57.23,35.12,NA,260991
0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,18.35,0,0,0,0,5.3,0,0,1.62,0,0,94.4,0,0,0,0,0,NA,4674
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,0,0,0,28.67,0,0,3.17,15.67,0,2.67,0,6.83,11,2.5,0,0,89.83,0,NA,131070
1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,3,0.52,0,0,0,0,0,0,37.85,0,0,0,0,0,6.92,0,0,0,0,NA,58503
0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,49.25,0,0,6.47,0,0,0,0.35,0,0,0,0,0,0,0,NA,25722
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.43,0,0,0,0,0.18,0,0,0,0,0,0,0,0,NA,528
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,51.62,0,0,0,128.97,0,NA,69632
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,117.7,0,0,0,0,0,0,0,0,0,NA,256
1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,5,6.7,0,0,0,0,0,0,0,122.48,0,0,16.5,56.8,0,0,0,85.42,0,NA,104753
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,14.38,0,0,0,0,0,0,0,0,65.25,0,NA,66692
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,2.17,0,0,0,0,0.23,1.63,0,118.18,0,0,0,0,0,0,0,0,0,NA,353
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.2,0.57,20.15,0,0,0,0,0,0,0,0,0,0,NA,226
1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,6,1.77,0,0,109.2,0,0,0,56.62,0,0,3.58,1.88,0,6.7,0,0,0,0,NA,60553
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.17,NA,164868
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,8,0.02,0,0,15.4,0,0,6.33,19.95,9.07,0,0,0,18.57,0,0,0,40.17,20.82,NA,253439
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.67,0,0,0,0,0,0,0,0,0,0,0,NA,66
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,64.92,NA,139264
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,79.18,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,NA,72
1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,4,0.67,0,0,0,0,0,13.83,0,0,0,0.5,0,22.83,0,0,0,0,0,NA,21621
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.32,0,0,0,0,0,0,0,0,NA,576
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,9,2.85,0,0,0,23.22,0,0,1.58,0,2.72,9.67,3.03,52.92,0,0,0,55.48,20.43,NA,253943
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,100.93,0,0,27.78,0,0.02,0,0,0,0,NA,10498
0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,5,0,0,0,35.13,0,0,9.58,0,8.48,0,0,0,0,0,0,0,60.12,32.63,NA,229724
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55.97,0,0,0,0,0,NA,4096
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,21.65,101.47,0,0,0,36.12,0,0,0,0,0,NA,37248
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,15,0,0,0,0,86.5,0,0,0,0,63,NA,151680
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1028
1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,5,0,0,0,55.4,0,0,12.25,12.83,0,0,0,0,0,2.2,0,0,46.92,0,NA,106701
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,3.48,0,70.1,0,0,0,0,2.15,0,0,0,0,NA,24896
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.08,NA,131073
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,64.92,0,0,0,157.08,0,NA,86048
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,9,0,0,0,126.35,25.73,0,0,14.83,0,2.03,0,2.63,14.03,13.23,0,0,21.77,107.12,NA,245758
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,45.72,0,0,0,0,0,0,0,0,61.03,9,0,0,108.72,0,NA,77832
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.2,0,0,0,0,0,0,NA,2048
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.88,0,0,0,0,0,0,0,0,NA,544
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10.58,0,0,0,24.8,0,0,0,0,0,0,NA,2176
1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,9,4.52,0,0,112.02,0,0,0.27,2.28,0,0.25,0,0,32.88,5.22,0,0,21.88,30.42,NA,259839
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,11,0,0,0,53.68,0,0,1.17,0,71.55,6.65,1.98,0.07,20.25,5.52,0,3.85,26.27,29.08,NA,262014
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,10,2.05,0,0,86.62,0,0,0,0.75,85.27,4.08,0,1.4,54.67,3.72,0,0,10.5,14.27,NA,245727
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,83.17,0,0,0,0,0,0,0,0,158.5,0,NA,65664
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,0.17,0,0,40.17,0,0,0,0,0,0,0,0,15.83,0,0,0,94.33,16,NA,233487
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.28,NA,131104
1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,6,3.47,0,0,11.02,1.25,0,0,0,0,0,0,16.05,0,0,0,0,23.15,14.28,NA,198715
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.93,0,0,0,0,0,0,0,NA,1024
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.4,0,123.67,0,0,0,0,0,0,NA,2560
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,11,1.22,0,0,65.12,1.83,0,1.23,44.37,42.13,0.93,0,3.38,0,5.35,0,0,16.62,40.9,NA,241663
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,32.47,0.82,0,0,0,0,0,0,0,0,NA,34560
1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,7,2.4,50.47,0,0,0,0,0.1,0,77.18,5.92,44.77,0,0,21.87,0,0,0,0,NA,10055
0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,4,0,0,0,0,7.38,0,0,0,0,0,0,7.88,9.8,0,0,0,90.23,0,NA,122384
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2.05,0,0,0,0,8.75,0,0,0,0,0,0,NA,2112
1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,6,20.5,0,0,0,0,0,5.5,89.5,96.17,4.67,0,0,0.17,0,0,0,0,0,NA,37829
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0.27,0,0,0,0,NA,8224
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,19.65,0,0,0,0,36.75,62.7,0,0,0,0,0,NA,7232
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,9,1.97,0,0,162.25,3.52,0,0,4.03,0,2.4,2.6,0,26.73,3.65,0,0,10.48,0,NA,114687
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,37.5,0,0,0,0,53.83,0,0,0,0,0,0,0,0,0,NA,264
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,8,0.33,0,0,114.17,0,0,0,8.67,68.5,1.33,0,1.83,15.33,0,0,0,10.83,0,NA,122879
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,NA,68
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,10,2.47,0,0,90.12,0,0,1.18,12.6,24.07,12.67,8.55,0.47,0,0,0,0,12.8,75.8,NA,249855
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,0.5,0,0,122.5,0,0,0,15.48,72.83,0,7.27,0.25,20.25,6.1,0,0,4.1,0,NA,131069
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.22,72.93,0,0,0,0,0,0,0,NA,1536
