"a","b","c","d","e","f","g","h","i","j","k","stable","feasible","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star"
1,0,0,0,1,0,0,0,0,0,0,TRUE,TRUE,2,1.11328578973298,0,0,0,0.775245822482138,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,TRUE,TRUE,2,0,2.8346755077723,0,0,0.251670587576599,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,FALSE,FALSE,2,13.1105950778047,18.4462466854571,0,0,-6.52621837989436,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,TRUE,TRUE,2,0,0,3.50414098763228,0,0.182760175104081,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0,0,FALSE,FALSE,1,-6.10609588705009,0,-6.55568626806346,0,3.76636237166094,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,FALSE,FALSE,2,0,-24.5597563743579,13.8971277711891,0,4.24567215241504,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,0,0,FALSE,FALSE,3,0.301411479426145,-28.2982336619054,15.9757215883128,0,4.68723198818043,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,TRUE,TRUE,2,0,0,0,0.596733784094662,0.812090348471047,0,0,0,0,0,0
1,0,0,1,1,0,0,0,0,0,0,TRUE,TRUE,3,1.60319618456643,0,0,0.294186773143699,0.583175696945677,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0,0,TRUE,TRUE,3,0,2.97610741323814,0,0.0837181991099869,0.187863839342071,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,FALSE,FALSE,2,2.98279097867686,4.99037013476168,0,-0.826393583339826,-0.660521690603717,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,TRUE,TRUE,3,0,0,3.50437374395616,0.0498190927017856,0.166970844527521,0,0,0,0,0,0
1,0,1,1,1,0,0,0,0,0,0,FALSE,FALSE,2,-72.1206723334891,0,-115.164724185141,32.1803133502782,32.3105957408481,0,0,0,0,0,0
0,1,1,1,1,0,0,0,0,0,0,FALSE,FALSE,3,0,-11.5839544546373,8.41212284018995,1.28070423459053,1.69319189382219,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,FALSE,FALSE,1,-354.534518738599,2876.66359764189,-1798.60518106034,-147.669293379601,-220.828873939367,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,1,0,0,0,0,0,1.11351914068045,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE,2,1.15875489248298,0,0,0,0,1.16802443102601,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,TRUE,TRUE,2,0,2.50579461972554,0,0,0,1.27377592950788,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,TRUE,TRUE,3,2.37211935556955,4.64302289696157,0,0,0,1.52204054520382,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,TRUE,TRUE,2,0,0,2.99696410222578,0,0,1.21031457190054,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,FALSE,FALSE,0,-45.4628922107647,0,-70.0057076709678,0,0,-3.28598797013816,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,FALSE,FALSE,2,0,-14.456186803623,9.41619040464797,0,0,0.493103747042816,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,FALSE,FALSE,2,-8.87084101976565,73.8304879054054,-44.0317185596039,0,0,3.9959157199638,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,TRUE,TRUE,2,0,0,0,0.723289691988042,0,1.49046283171865,0,0,0,0,0
1,0,0,1,0,1,0,0,0,0,0,TRUE,TRUE,3,1.49259291114385,0,0,0.423467333286122,0,1.40441818286421,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,TRUE,TRUE,3,0,2.73754791120528,0,0.209369608941229,0,1.39771092923218,0,0,0,0,0
1,1,0,1,0,1,0,0,0,0,0,FALSE,FALSE,3,1.86284547390949,3.784229191752,0,-0.361320235569947,0,1.2548590400323,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,0,TRUE,TRUE,3,0,0,2.95072529527911,0.219086086563429,0,1.3229982569753,0,0,0,0,0
1,0,1,1,0,1,0,0,0,0,0,FALSE,FALSE,2,13.1864831839436,0,25.4972536998094,-6.28235488580373,0,-0.71677194023543,0,0,0,0,0
0,1,1,1,0,1,0,0,0,0,0,FALSE,FALSE,3,0,-6.88819800151,5.8407148722121,1.01838261297586,0,1.39236231652379,0,0,0,0,0
1,1,1,1,0,1,0,0,0,0,0,FALSE,FALSE,2,-7.35184841378446,46.8648891765957,-29.2820988668635,-1.59430513536319,0,1.98830075526453,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,TRUE,TRUE,2,0,0,0,0,1.43148872821817,1.16837944073174,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,FALSE,FALSE,2,-0.114945925572239,0,0,0,1.45306351861393,1.16379946748736,0,0,0,0,0
0,1,0,0,1,1,0,0,0,0,0,TRUE,TRUE,3,0,2.04821804239537,0,0,0.931616746305747,1.28021509005028,0,0,0,0,0
1,1,0,0,1,1,0,0,0,0,0,FALSE,FALSE,3,2.93269707788347,5.3575678791659,0,0,-0.426490097977492,1.57776245999171,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,0,TRUE,TRUE,3,0,0,2.98453181705835,0,0.761027374919085,1.23907860988407,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,0,FALSE,FALSE,2,-4.44413632874543,0,-4.19166420076046,0,3.20726956665187,0.892010292159793,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,FALSE,FALSE,3,0,-24.3493576910069,13.7391808629645,0,4.28755758360508,0.164330497217515,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,FALSE,FALSE,4,0.279349947592991,-27.9921306629897,15.7992065481485,0,4.66137617193627,0.0253594193408859,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,TRUE,TRUE,3,0,0,0,0.635425511116063,1.35180434737706,1.49647873977275,0,0,0,0,0
1,0,0,1,1,1,0,0,0,0,0,TRUE,TRUE,4,0.471754392713005,0,0,0.54568638681041,1.27451191721648,1.46893917933878,0,0,0,0,0
0,1,0,1,1,1,0,0,0,0,0,TRUE,TRUE,4,0,2.35098508920748,0,0.228047666631477,0.829127899776423,1.41449806273568,0,0,0,0,0
1,1,0,1,1,1,0,0,0,0,0,FALSE,FALSE,4,1.57446401429965,3.47210923725883,0,-0.265721551713254,0.321916164009893,1.28349125937962,0,0,0,0,0
0,0,1,1,1,1,0,0,0,0,0,TRUE,TRUE,4,0,0,2.94869453739774,0.170837263001764,0.747654518719691,1.32644078206037,0,0,0,0,0
1,0,1,1,1,1,0,0,0,0,0,FALSE,FALSE,3,-11.4088135765115,0,-16.5742785402375,5.41705649176927,6.61688683608463,3.11825407501422,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,FALSE,FALSE,4,0,-10.0613859908799,7.16628777831955,1.24975812417144,2.12039418702448,1.43407948893917,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,FALSE,FALSE,2,-28.0833195332371,220.782702933389,-137.657044031911,-10.5907255053682,-14.9277657033702,3.37509441002673,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,1,0,0,0,0,0,0,0.189458924447377,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,1,2.27394824564252,0,0,0,0,0,-0.77711912602431,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,FALSE,FALSE,1,0,7.96412107279539,0,0,0,0,-2.82690923409511,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,FALSE,FALSE,1,-2.94802823891248,-7.17606416234442,0,0,0,0,4.1604612798008,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,FALSE,FALSE,1,0,0,6.5542162260535,0,0,0,-2.53591435846471,0,0,0,0
1,0,1,0,0,0,1,0,0,0,0,FALSE,FALSE,1,-2.34136214823685,0,-3.55549315639012,0,0,0,2.66313700342822,0,0,0,0
0,1,1,0,0,0,1,0,0,0,0,FALSE,FALSE,2,0,-11.3795151365995,5.81964012037451,0,0,0,2.07946732537904,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,FALSE,FALSE,3,0.996617339323259,-18.941998869412,9.6347321395261,0,0,0,2.9336983291029,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,TRUE,TRUE,2,0,0,0,0.683480471413038,0,0,0.0737283850409249,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,FALSE,FALSE,1,2.12569574740863,0,0,-0.0913788508321273,0,0,-0.698629280055846,0,0,0,0
0,1,0,1,0,0,1,0,0,0,0,FALSE,FALSE,1,0,4.29009055031228,0,-0.748186874287861,0,0,-1.30870290034258,0,0,0,0
1,1,0,1,0,0,1,0,0,0,0,FALSE,FALSE,2,3.08583782020932,8.2026744286275,0,-3.17872523109935,0,0,-3.69070611088251,0,0,0,0
0,0,1,1,0,0,1,0,0,0,0,FALSE,FALSE,1,0,0,6.00644721672887,-1.31540825594204,0,0,-2.08540922053724,0,0,0,0
1,0,1,1,0,0,1,0,0,0,0,FALSE,FALSE,2,-6.71052063393183,0,-18.5473889131746,9.30199699756604,0,0,9.17918219379269,0,0,0,0
0,1,1,1,0,0,1,0,0,0,0,FALSE,FALSE,3,0,-7.97509111455302,6.52767845609732,1.17253804390641,0,0,0.297103214286665,0,0,0,0
1,1,1,1,0,0,1,0,0,0,0,FALSE,FALSE,1,-22.173871812184,133.763637013028,-83.8703295072905,-7.96136652622012,0,0,-4.82443318181322,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,FALSE,FALSE,1,0,0,0,0,0.895748180579672,0,-0.185537732212981,0,0,0,0
1,0,0,0,1,0,1,0,0,0,0,FALSE,FALSE,2,2.17550746650752,0,0,0,0.117169868472993,0,-0.78432737653151,0,0,0,0
0,1,0,0,1,0,1,0,0,0,0,FALSE,FALSE,1,0,6.67152571913044,0,0,-1.68412838556878,0,-1.63230096633802,0,0,0,0
1,1,0,0,1,0,1,0,0,0,0,FALSE,FALSE,2,-2.63186607119543,-3.19396285705042,0,0,3.07275399910638,0,1.23149205240276,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,FALSE,FALSE,1,0,0,5.39831795476695,0,-1.14871921131206,0,-1.57436827022655,0,0,0,0
1,0,1,0,1,0,1,0,0,0,0,FALSE,FALSE,2,-2.60568065168704,0,-2.06871614335996,0,2.61174886344754,0,1.06387399144587,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,FALSE,FALSE,3,0,-24.2772775141306,11.1036141512852,0,6.07856803770405,0,2.222508273068,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,FALSE,FALSE,3,-1.40420310328264,-7.02289353544962,3.02474743793552,0,2.96849818216122,0,0.94573691943357,0,0,0,0
0,0,0,1,1,0,1,0,0,0,0,FALSE,FALSE,2,0,0,0,0.510319365436585,0.725917246643102,0,-0.200849571293838,0,0,0,0
1,0,0,1,1,0,1,0,0,0,0,FALSE,FALSE,2,1.95290889792933,0,0,-0.0818448321937673,0.224071654802386,0,-0.720603335580929,0,0,0,0
0,1,0,1,1,0,1,0,0,0,0,FALSE,FALSE,1,0,4.3796870355328,0,-0.638443290853122,-0.585405466173304,0,-1.11614489298593,0,0,0,0
1,1,0,1,1,0,1,0,0,0,0,FALSE,FALSE,2,9.5022361800772,17.3980103758558,0,-6.93434598793721,-6.92504520043085,0,-6.36575550156524,0,0,0,0
0,0,1,1,1,0,1,0,0,0,0,FALSE,FALSE,1,0,0,5.34532720424467,-0.89740465382345,-0.830000016915736,0,-1.53380917748164,0,0,0,0
1,0,1,1,1,0,1,0,0,0,0,FALSE,FALSE,3,-4.56574048777252,0,-7.45775321145535,3.8587946816041,4.06999298903587,0,2.87402545586862,0,0,0,0
0,1,1,1,1,0,1,0,0,0,0,FALSE,FALSE,4,0,-11.2147020873216,8.11152299393541,1.31564252470064,1.72261154544506,0,0.120107950686854,0,0,0,0
1,1,1,1,1,0,1,0,0,0,0,FALSE,FALSE,5,19.1137879787705,-157.384205989941,97.7635744152044,10.2488072328712,14.4795992836842,0,3.22409391184219,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,TRUE,TRUE,2,0,0,0,0,0,1.10575778931136,0.0204031146265635,0,0,0,0
1,0,0,0,0,1,1,0,0,0,0,FALSE,FALSE,2,1.40959806750692,0,0,0,0,1.41815600540662,-0.626530650983059,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,FALSE,FALSE,2,0,7.27228307926336,0,0,0,2.71202141501924,-2.97951167655469,0,0,0,0
1,1,0,0,0,1,1,0,0,0,0,FALSE,FALSE,1,-3.44467399529619,-9.29054082281928,0,0,0,-1.70970419612091,5.43380646131578,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,FALSE,FALSE,2,0,0,5.50951565292972,0,0,2.21998908375239,-2.44091421794155,0,0,0,0
1,0,1,0,0,1,1,0,0,0,0,FALSE,FALSE,1,-2.38487972134601,0,-3.66612041420496,0,0,-0.16421192802294,2.75274169662759,0,0,0,0
0,1,1,0,0,1,1,0,0,0,0,FALSE,FALSE,2,0,-11.6745107937348,5.92939720310722,0,0,-0.273699596134415,2.18740123931051,0,0,0,0
1,1,1,0,0,1,1,0,0,0,0,FALSE,FALSE,3,1.28915819212708,-22.5779763143617,11.2814817596378,0,0,-1.31390082317566,3.70258306809559,0,0,0,0
0,0,0,1,0,1,1,0,0,0,0,FALSE,FALSE,2,0,0,0,0.654450759924976,0,1.51264379885047,-0.152619474645267,0,0,0,0
1,0,0,1,0,1,1,0,0,0,0,FALSE,FALSE,3,1.51980066489177,0,0,0.100596857957021,0,1.50512256107007,-0.703703661779871,0,0,0,0
0,1,0,1,0,1,1,0,0,0,0,FALSE,FALSE,2,0,4.08267625994939,0,-0.709036646118456,0,1.5666946215281,-1.47630195791072,0,0,0,0
1,1,0,1,0,1,1,0,0,0,0,FALSE,FALSE,3,2.30337209505991,6.99955578784171,0,-2.52259125653983,0,1.59391238274428,-3.25722011845808,0,0,0,0
0,0,1,1,0,1,1,0,0,0,0,FALSE,FALSE,2,0,0,5.38106595156851,-1.13584089607877,0,1.48783518820933,-2.08323898198138,0,0,0,0
1,0,1,1,0,1,1,0,0,0,0,FALSE,FALSE,3,-5.40785493049458,0,-14.4559990963382,7.43475071879193,0,1.60605361399598,6.99480975742928,0,0,0,0
0,1,1,1,0,1,1,0,0,0,0,FALSE,FALSE,3,0,-6.93054154004191,5.87354939814936,1.01489504749218,0,1.39381076531513,-0.012916852168964,0,0,0,0
1,1,1,1,0,1,1,0,0,0,0,FALSE,FALSE,2,-14.0336839026621,83.9285662450225,-52.0611734219664,-4.94000135732783,0,2.93325037152913,-3.5967121214827,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,FALSE,FALSE,2,0,0,0,0,1.20612937004811,1.3587737659902,-0.523214556520589,0,0,0,0
1,0,0,0,1,1,1,0,0,0,0,FALSE,FALSE,3,0.525669352211096,0,0,0,1.03648360186678,1.43968629356611,-0.688008552458683,0,0,0,0
0,1,0,0,1,1,1,0,0,0,0,FALSE,FALSE,2,0,6.52897484414352,0,0,-1.09970270416994,2.31715309648078,-2.17723717594642,0,0,0,0
1,1,0,0,1,1,1,0,0,0,0,FALSE,FALSE,3,-2.47432859001779,-2.63976051284294,0,0,2.93693475860073,0.590431192163762,0.921217367950477,0,0,0,0
0,0,1,0,1,1,1,0,0,0,0,FALSE,FALSE,2,0,0,5.04799322362202,0,-0.556945489397237,2.00981856241747,-1.98371166272521,0,0,0,0
1,0,1,0,1,1,1,0,0,0,0,FALSE,FALSE,3,-2.38900847783265,0,-1.58492100466534,0,2.53067167322166,0.786641893540257,0.684277415453674,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,FALSE,FALSE,3,0,-25.3584281090347,11.5109030969938,0,6.14161515151553,-0.87898255406313,2.57062020454233,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,FALSE,FALSE,4,-1.44005467831969,-5.83473923302455,2.5368382127202,0,2.84549562186805,0.607821600673279,0.672417436974336,0,0,0,0
0,0,0,1,1,1,1,0,0,0,0,FALSE,FALSE,3,0,0,0,0.383766214503568,1.12923145811183,1.58123814323616,-0.590015166021883,0,0,0,0
1,0,0,1,1,1,1,0,0,0,0,FALSE,FALSE,4,0.783429643741226,0,0,0.147522737441477,0.923738180707844,1.5648785419256,-0.794493440451009,0,0,0,0
0,1,0,1,1,1,1,0,0,0,0,FALSE,FALSE,2,0,4.09930356063399,0,-0.689804691020242,-0.103396944071967,1.56063397923231,-1.44164315279224,0,0,0,0
1,1,0,1,1,1,1,0,0,0,0,FALSE,FALSE,3,6.7054106118385,13.3193817618178,0,-5.12647949743374,-4.63462856431024,1.37426888692288,-5.10724818605297,0,0,0,0
0,0,1,1,1,1,1,0,0,0,0,FALSE,FALSE,2,0,0,5.08687422232517,-0.946674312985192,-0.380833433074418,1.46605806560582,-1.83017709211459,0,0,0,0
1,0,1,1,1,1,1,0,0,0,0,FALSE,FALSE,4,-3.47226801997733,0,-4.70178699929445,2.66055316697668,3.43575570937729,1.7602068483483,1.46253971709799,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,FALSE,FALSE,4,0,-10.7724790750274,7.74505748794351,1.17931010985374,2.06927102923249,1.46001515178237,-0.240256351116387,0,0,0,0
1,1,1,1,1,1,1,0,0,0,0,FALSE,FALSE,5,20.5128886231021,-168.194456847558,104.417840556835,10.9368790712772,15.3264866109908,-0.366015397427615,3.54164179713102,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE,1,0,0,0,0,0,0,0,0.190781005792038,0,0,0
1,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE,2,1.7835597612036,0,0,0,0,0,0,0.030240950243046,0,0,0
0,1,0,0,0,0,0,1,0,0,0,FALSE,FALSE,1,0,2.95714824747551,0,0,0,0,0,-0.0905246199929131,0,0,0
1,1,0,0,0,0,0,1,0,0,0,FALSE,FALSE,2,4.16027920079451,6.85563827852923,0,0,0,0,0,-0.83584860516062,0,0,0
0,0,1,0,0,0,0,1,0,0,0,FALSE,FALSE,1,0,0,3.20514911241653,0,0,0,0,-0.378230940155955,0,0,0
1,0,1,0,0,0,0,1,0,0,0,FALSE,FALSE,1,-49.2455724601235,0,-64.8536961922621,0,0,0,0,16.1369394193566,0,0,0
0,1,1,0,0,0,0,1,0,0,0,FALSE,FALSE,1,0,-14.5732478503326,9.57529411809417,0,0,0,0,-0.122812208449085,0,0,0
1,1,1,0,0,0,0,1,0,0,0,FALSE,FALSE,2,-65.0951163960928,504.63635531618,-307.340964589986,0,0,0,0,12.607765421091,0,0,0
0,0,0,1,0,0,0,1,0,0,0,TRUE,TRUE,2,0,0,0,0.62462531421592,0,0,0,0.045822795861953,0,0,0
1,0,0,1,0,0,0,1,0,0,0,FALSE,FALSE,2,2.10533614933566,0,0,0.265838029772636,0,0,0,-0.0604161077191004,0,0,0
0,1,0,1,0,0,0,1,0,0,0,FALSE,FALSE,2,0,3.14390089235135,0,0.142033943615964,0,0,0,-0.141252039669812,0,0,0
1,1,0,1,0,0,0,1,0,0,0,FALSE,FALSE,2,2.7415548246157,4.77036306814213,0,-0.574839768426068,0,0,0,-0.376376724482593,0,0,0
0,0,1,1,0,0,0,1,0,0,0,FALSE,FALSE,2,0,0,3.1472488050399,0.368886694132101,0,0,0,-0.453560235376942,0,0,0
1,0,1,1,0,0,0,1,0,0,0,FALSE,FALSE,2,21.0264222040154,0,33.151500065127,-5.65247566896638,0,0,0,-6.27545082074222,0,0,0
0,1,1,1,0,0,0,1,0,0,0,FALSE,FALSE,2,0,-5.92976512941204,5.62799325890599,1.07753059417352,0,0,0,-0.494342061771382,0,0,0
1,1,1,1,0,0,0,1,0,0,0,FALSE,FALSE,2,-12.3237912100477,58.7104995326327,-39.0003425168533,-3.11820477852264,0,0,0,3.36248678220204,0,0,0
0,0,0,0,1,0,0,1,0,0,0,TRUE,TRUE,2,0,0,0,0,0.793276693337161,0,0,0.291723769360176,0,0,0
1,0,0,0,1,0,0,1,0,0,0,TRUE,TRUE,3,1.16965645329833,0,0,0,0.644784752052011,0,0,0.167546502261161,0,0,0
0,1,0,0,1,0,0,1,0,0,0,FALSE,FALSE,2,0,2.81805475764262,0,0,0.285196374264204,0,0,-0.0410023982737049,0,0,0
1,1,0,0,1,0,0,1,0,0,0,FALSE,FALSE,2,7.99323190035346,11.573062913945,0,0,-2.30805363650321,0,0,-1.92330755043147,0,0,0
0,0,1,0,1,0,0,1,0,0,0,FALSE,FALSE,2,0,0,3.24676417365839,0,0.473977605444747,0,0,-0.325306248513231,0,0,0
1,0,1,0,1,0,0,1,0,0,0,FALSE,FALSE,2,-12.2400649662723,0,-13.3892912039647,0,3.66394898712428,0,0,4.13576005465098,0,0,0
0,1,1,0,1,0,0,1,0,0,0,FALSE,FALSE,3,0,-28.8724075417659,16.2123396831803,0,4.40443566618532,0,0,0.619605263392428,0,0,0
1,1,1,0,1,0,0,1,0,0,0,FALSE,FALSE,4,0.268856030283199,-32.3075593028038,18.1203596975242,0,4.80200117941554,0,0,0.634039562438411,0,0,0
0,0,0,1,1,0,0,1,0,0,0,TRUE,TRUE,3,0,0,0,0.513073706056407,0.722254376938896,0,0,0.163616155580474,0,0,0
1,0,0,1,1,0,0,1,0,0,0,TRUE,TRUE,4,1.58101458899859,0,0,0.269431610053395,0.555265293610309,0,0,0.0566009686694247,0,0,0
0,1,0,1,1,0,0,1,0,0,0,FALSE,FALSE,3,0,3.00993269890374,0,0.12659958038533,0.233077230850336,0,0,-0.0952675357225514,0,0,0
1,1,0,1,1,0,0,1,0,0,0,FALSE,FALSE,2,3.29798915352757,5.3889586184065,0,-0.687102663743702,-0.501902799960223,0,0,-0.523120252103178,0,0,0
0,0,1,1,1,0,0,1,0,0,0,FALSE,FALSE,3,0,0,3.19692684958706,0.297242460255924,0.437732957770663,0,0,-0.390052384235285,0,0,0
1,0,1,1,1,0,0,1,0,0,0,FALSE,FALSE,3,-207.034999354973,0,-286.826498062795,51.7824409688174,48.1166985438964,0,0,63.8521652844856,0,0,0
0,1,1,1,1,0,0,1,0,0,0,FALSE,FALSE,3,0,-9.76961324702868,7.42161315825213,1.26643935415873,1.64950948213278,0,0,-0.281433840685534,0,0,0
1,1,1,1,1,0,0,1,0,0,0,FALSE,FALSE,4,470.183405678812,-3122.72257021508,2012.21272288803,193.163098712443,279.484915538147,0,0,-111.567852374415,0,0,0
0,0,0,0,0,1,0,1,0,0,0,TRUE,TRUE,2,0,0,0,0,0,1.14433603045501,0,0.077075960897765,0,0,0
1,0,0,0,0,1,0,1,0,0,0,FALSE,FALSE,2,1.17524874154241,0,0,0,0,1.1568253600289,0,-0.0299503731628509,0,0,0
0,1,0,0,0,1,0,1,0,0,0,FALSE,FALSE,2,0,2.52837503696971,0,0,0,1.20736789287568,0,-0.1697046690425,0,0,0
1,1,0,0,0,1,0,1,0,0,0,FALSE,FALSE,3,2.90562084608779,5.21639356214946,0,0,0,1.30525757096466,0,-0.696673279339674,0,0,0
0,0,1,0,0,1,0,1,0,0,0,FALSE,FALSE,2,0,0,2.75039093731214,0,0,1.04200710250762,0,-0.401034763828484,0,0,0
1,0,1,0,0,1,0,1,0,0,0,FALSE,FALSE,2,-27.534433141922,0,-35.801288223892,0,0,2.18372368817076,0,8.80802476407571,0,0,0
0,1,1,0,0,1,0,1,0,0,0,FALSE,FALSE,2,0,-13.5152383179467,8.90504769161809,0,0,0.476089608309928,0,-0.151774455397279,0,0,0
1,1,1,0,0,1,0,1,0,0,0,FALSE,FALSE,3,-9.11585655178165,67.5805774345035,-40.7882389925998,0,0,4.24976764742282,0,1.40143677035101,0,0,0
0,0,0,1,0,1,0,1,0,0,0,FALSE,FALSE,2,0,0,0,0.799759093273445,0,1.47383336893654,0,-0.141265895973879,0,0,0
1,0,0,1,0,1,0,1,0,0,0,FALSE,FALSE,3,1.67176215373241,0,0,0.502414653941145,0,1.36909448819299,0,-0.212330332104388,0,0,0
0,1,0,1,0,1,0,1,0,0,0,FALSE,FALSE,3,0,2.91946102606064,0,0.337644239008287,0,1.35622557272518,0,-0.300056494193589,0,0,0
1,1,0,1,0,1,0,1,0,0,0,FALSE,FALSE,3,2.31691107287406,4.32740614879466,0,-0.29730868352956,0,1.15434919009321,0,-0.475124044274956,0,0,0
0,0,1,1,0,1,0,1,0,0,0,FALSE,FALSE,3,0,0,2.55542321995558,0.569542586110479,0,1.28391003984526,0,-0.522633353317769,0,0,0
1,0,1,1,0,1,0,1,0,0,0,FALSE,FALSE,2,37.4632033340606,0,59.0313408701793,-11.1816515395418,0,-5.26061115722142,0,-10.5435251008912,0,0,0
0,1,1,1,0,1,0,1,0,0,0,FALSE,FALSE,3,0,-3.59058668803309,4.04180951207497,1.00398076951752,0,1.31808279864245,0,-0.54916599391986,0,0,0
1,1,1,1,0,1,0,1,0,0,0,FALSE,FALSE,3,-7.6200503826181,38.0370904373313,-24.6779511949216,-1.64249995309934,0,2.25306061252539,0,1.79670042586173,0,0,0
