"Achmi.outcome","Agrsm.outcome","Amocan.outcome","Andge.outcome","Asctu.outcome","Elyca.outcome","Koecr.outcome","Lesca.outcome","Liaas.outcome","Luppe.outcome","Monfi.outcome","Panvi.outcome","Petpu.outcome","Poapr.outcome","Queel.outcome","Quema.outcome","Schsc.outcome","Sornu.outcome"
0,0,0,0,0.635,0,9.3475,0,0,0,0,0,0,0,0,0,0,53.9075
0,0,0,0,0.635,0,0,0,0,0,0,9.3475,0,0,0,0,0,0
0.635,0,0,0,0,0,0,29.76,29.76,0,0,0,16.82,0.635,0,0,115.9,0
2.04,0,0,115.9,0,0,0,9.3475,29.76,4.57,0,0.635,2.04,2.04,0,0,53.9075,29.76
0,0,0,0,0,0,0,0,0,9.3475,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.9
4.57,0,0,53.9075,0.635,0,0,0,29.76,4.57,0,4.57,9.3475,4.57,0,0,53.9075,29.76
0,16.82,0,0,0,0,4.57,0,0,2.04,0,0,115.9,0,0,0,0,0
0,0,0,29.76,0,0,4.57,16.82,0,2.04,0,9.3475,9.3475,2.04,0,0,115.9,0
4.57,0,0,115.9,0,0,0,0,115.9,2.04,0.635,2.04,4.57,4.57,0,0,29.76,53.9075
0,0,0,0,0,2.04,0,53.9075,0,2.04,0,115.9,0,0,0,0,0,0
0.635,0,0,0,0,0,0,29.76,0,0,0,0,0,9.3475,0,0,0,0
0,0,0,0,0.635,0,0,0,0,0.635,0,0,0,0,0,0,0,0
0.635,0,0,115.9,0,0,9.3475,0,0,0,0,0,16.82,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,53.9075,0,0,0,115.9,0
9.3475,0,0,0,0,0,0,0,115.9,0,0,16.82,53.9075,0,0,0,115.9,0
4.57,0,0,115.9,2.04,0,0,2.04,16.82,2.04,0.635,0,16.82,0,0,0,9.3475,9.3475
2.04,0,0,0,0,0.635,2.04,0,115.9,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.9
0,0,0,16.82,0,0,9.3475,16.82,9.3475,0,0,0,16.82,0,0,0,53.9075,16.82
0,0,0,0,0,0,29.76,0,0,0,0,0,0,0,0,0,0,0
0,0,0,53.9075,0,0,9.3475,9.3475,16.82,9.3475,0,16.82,9.3475,0,0,0,29.76,29.76
0,0,0,29.76,0,0,9.3475,4.57,29.76,0,0,0,29.76,9.3475,0,0,53.9075,4.57
0,0,0,0,0,0,0,0,0,0,0,0,0,0.635,0,0,0,53.9075
0,0,0,115.9,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0
0.635,0,0,0,0,0,16.82,0,0,0,0.635,0,29.76,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16.82,0,0,0,0,0,0,0,0
4.57,0,0,0,29.76,0,0,2.04,0,2.04,9.3475,4.57,53.9075,0,0,0,53.9075,16.82
0,0,0,0,0,0,0,0,0,16.82,0,0,0,0,0,0,0,115.9
0,0,0,0,0,0,0,0,115.9,0,0,29.76,0,0,0,0,0,0
0,0,0,29.76,0,0,9.3475,0,9.3475,0,0,0,0,0,0,0,53.9075,29.76
9.3475,0,0,0,0,0,0.635,0,9.3475,0,4.57,16.82,0,0,0,0,53.9075,0
0,0,0,0,0,0,0,0,0,0,0,0,115.9,0,0,0,0,0
0,0,0,0,0,0,0,29.76,115.9,0,0,0,29.76,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16.82,0,0,0,0,0,0,115.9,0
4.57,0,0,0,0,0,0.635,29.76,29.76,16.82,0,0,0,9.3475,0,0,115.9,0
0,0,0,53.9075,0,0,9.3475,16.82,0,0,0,0,0,2.04,0,0,53.9075,0
0,0,0,115.9,0,0,2.04,4.57,0,4.57,0,2.04,16.82,9.3475,0,0,29.76,53.9075
0,0,0,0,0,0,4.57,0,115.9,0,0,0,0,2.04,0,0,0,0
0.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.9
0,0,0,0,0,0,0,0,0,0,0,0,53.9075,0,0,0,115.9,0
0,0,0,115.9,0,0,0.635,29.76,16.82,4.57,4.57,0.635,29.76,9.3475,0,0,16.82,29.76
0,0,0,53.9075,0,0,0,0,0,0,0,0,53.9075,9.3475,0,0,115.9,0
0,0,0,0,0,0,0,0,0,0,0,16.82,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16.82,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9.3475,0,0,0,29.76,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.635,0,0,0,0
4.57,0,0,115.9,0,0,0.635,2.04,0,0.635,0,0,29.76,4.57,0,0,29.76,29.76
2.04,0,0,115.9,0,0,0,0.635,115.9,4.57,0,2.04,53.9075,4.57,0,0,9.3475,16.82
0,0,0,0,0,0,0,115.9,0,0,0,0,0,0,0,0,115.9,0
0.635,0,0,53.9075,0,0,0,0,0,0,0,0,16.82,0,0,0,115.9,16.82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9075
4.57,0,0,9.3475,0.635,0,0,0,0,0,0,16.82,0,0,0,0,29.76,16.82
0,0,0,0,0,0,0,53.9075,0,0,0,0,0,4.57,0,0,115.9,16.82
2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9075,0
0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.04,0,115.9,0,0,0,0,0,0
0.635,0,0,53.9075,2.04,0,0.635,53.9075,53.9075,0.635,0,4.57,0,4.57,0,0,16.82,53.9075
0,0,0,0,0,0,0,0,29.76,0.635,0,0,0,0,0,0,0,0
2.04,53.9075,0,0,0,0,0.635,0,115.9,4.57,53.9075,0,0,29.76,0,0,0,0
0,0,0,0,9.3475,0,0,0,0,0,0,9.3475,9.3475,0,0,0,115.9,0
0,0,0,0,0,0,2.04,0,0,0,0,9.3475,0,0,0,0,0,0
16.82,0,0,0,0,0,4.57,115.9,115.9,4.57,0,0,0.635,0,0,0,0,0
2.04,0,0,115.9,4.57,0,0,4.57,0,2.04,2.04,0,29.76,4.57,0,0,9.3475,0
2.04,0,0,115.9,0,0,0.635,16.82,0,2.04,0,0.635,9.3475,2.04,0.635,0,53.9075,53.9075
0,0,0,29.76,0,0,0,0,53.9075,0,0,0,0,0,0,0,0,0
0.635,0,0,115.9,0,0,0,9.3475,53.9075,2.04,0,2.04,16.82,0,0,0,9.3475,0
0,0,0,0,0,0,16.82,0,0,0,0,0,0,0,0,0,0,0
2.04,0,0,115.9,0,0,0.635,16.82,29.76,16.82,9.3475,0.635,0,0,0,0,16.82,115.9
