"a","b","c","d","e","f","g","h","i","j","k","stable","feasible","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star"
1,1,1,1,0,1,0,0,0,1,0,FALSE,FALSE,3,2.67210808873603e+103,0,4.11693739122959e+103,0,0,2.11549739555413e+102,0,0,0,1.60501290483248e-70,0
0,0,0,0,1,1,0,0,0,1,0,TRUE,TRUE,3,0,0,0,0,0.603895797632298,1.22644338659068,0,0,0,1.82893086786037,0
1,0,0,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0.250641749089977,0,0,0,0.570534248701691,1.23547012652745,0,0,0,1.79869294890903,0
0,1,0,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0,2.19556760527352,0,0,0.189097941164312,1.33783270741458,0,0,0,1.5614505362792,0
1,1,0,0,1,1,0,0,0,1,0,TRUE,TRUE,4,1.83325263036389,3.93963832429271,0,0,7.91058314690544e-173,1.52854538496677,0,0,0,1.56524644890271,0
0,0,1,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0,0,3.24801777542459,0,0.161680589915273,1.28321755781496,0,0,0,1.19371217169378,0
1,0,1,0,1,1,0,0,0,1,0,FALSE,FALSE,3,5.04250980416673e+105,0,7.76903346310212e+105,0,0,3.99213504975277e+104,0,0,0,4.55652893094373e-72,0
0,1,1,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0,2.93316973054272e-167,3.24801777542459,0,0.161680589915273,1.28321755781496,0,0,0,1.19371217169378,0
1,1,1,0,1,1,0,0,0,1,0,FALSE,FALSE,3,2.51186841851262e+103,0,3.87005490444633e+103,0,4.94065645841247e-324,1.98863628299249e+102,0,0,0,1.74965984469797e-70,0
0,0,0,1,1,1,0,0,0,1,0,TRUE,TRUE,4,0,0,0,0.442865284688814,0.615230850381492,1.45042329453594,0,0,0,1.68114825986486,0
1,0,0,1,1,1,0,0,0,1,0,TRUE,TRUE,5,0.581255168247932,0,0,0.336253597041294,0.53513445613648,1.41743786371398,0,0,0,1.64660043072248,0
0,1,0,1,1,1,0,0,0,1,0,TRUE,TRUE,5,0,2.27923638960532,0,0.0652934870901819,0.17496198107168,1.37509983402345,0,0,0,1.5294691743867,0
1,1,0,1,1,1,0,0,0,1,0,TRUE,TRUE,4,1.83325263036389,3.93963832429271,0,4.304274552084e-209,2.36903228509156e-173,1.52854538496677,0,0,0,1.56524644890271,0
0,0,1,1,1,1,0,0,0,1,0,TRUE,TRUE,4,0,0,3.24801766170435,3.99195174212026e-07,0.161680620325452,1.28321776179995,0,0,0,1.19371205981422,0
1,0,1,1,1,1,0,0,0,1,0,FALSE,FALSE,3,8.47089366051517e+73,0,1.30511707198945e+74,0,0,6.70637297659312e+72,0,0,0,3.31678257812634e-50,0
0,1,1,1,1,1,0,0,0,1,0,TRUE,TRUE,4,0,8.57147490786286e-167,3.24801766250029,3.96401168225344e-07,0.161680620112607,1.28321776037224,0,0,0,1.19371206059727,0
1,1,1,1,1,1,0,0,0,1,0,FALSE,FALSE,3,2.6978483646835e+99,0,4.1565956314615e+99,0,4.94065645841247e-324,2.13587587012146e+98,0,0,0,9.33536550847984e-68,0
0,0,0,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0,0,0,0,0,0,0.269999504157217,0,0,1.78296052075537,0
1,0,0,0,0,0,1,0,0,1,0,TRUE,TRUE,2,1.46843422292452,0,0,0,0,0,2.48480306692827e-188,0,0,1.5812079248475,0
0,1,0,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0,2.72940607637992,0,0,0,0,1.97626258336499e-323,0,0,1.82698181217168,0
1,1,0,0,0,0,1,0,0,1,0,TRUE,TRUE,3,2.98061625236872,5.46898194785882,0,0,0,0,4.94065645841247e-324,0,0,2.27967657303827,0
0,0,1,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0,0,3.83327975277871,0,0,0,9.88131291682493e-324,0,0,1.39440735935665,0
1,0,1,0,0,0,1,0,0,1,0,FALSE,FALSE,3,2.14470655355736e+103,0,3.2566147402804e+103,0,0,0,0,0,0,0.080365088523787,0
0,1,1,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0,1.19606275561279e-188,3.83327975277871,0,0,0,9.88131291682493e-324,0,0,1.39440735935665,0
1,1,1,0,0,0,1,0,0,1,0,FALSE,FALSE,3,4.4692258219437e+73,0,6.78626484599611e+73,0,0,0,0,0,0,0.190706840672094,0
0,0,0,1,0,0,1,0,0,1,0,TRUE,TRUE,3,0,0,0,0.505288156051653,0,0,0.175548649805593,0,0,1.58609725893595,0
1,0,0,1,0,0,1,0,0,1,0,TRUE,TRUE,3,1.59444161676341,0,0,0.112199185491557,0,0,9.38822070622939e-232,0,0,1.56426843622471,0
0,1,0,1,0,0,1,0,0,1,0,TRUE,TRUE,2,0,2.72940607637993,0,6.77794969452113e-44,0,0,1.97626258336499e-323,0,0,1.82698181217168,0
1,1,0,1,0,0,1,0,0,1,0,TRUE,TRUE,3,2.98061625236872,5.46898194785882,0,1.97626258336499e-323,0,0,4.94065645841247e-324,0,0,2.27967657303827,0
0,0,1,1,0,0,1,0,0,1,0,TRUE,TRUE,2,0,0,3.8332797527787,1.43718937228031e-70,0,0,9.88131291682493e-324,0,0,1.39440735935664,0
1,0,1,1,0,0,1,0,0,1,0,FALSE,FALSE,3,1.80401037072305e+103,0,2.73928699251231e+103,0,0,0,4.94065645841247e-324,0,0,0.0797517644751157,0
0,1,1,1,0,0,1,0,0,1,0,TRUE,TRUE,2,0,2.13376632188107e-192,3.8332797527787,1.16437806212373e-70,0,0,9.88131291682493e-324,0,0,1.39440735935664,0
1,1,1,1,0,0,1,0,0,1,0,FALSE,FALSE,3,1.70618171558577e+103,0,2.59073975195217e+103,0,0,0,4.94065645841247e-324,0,0,0.0812505528368845,0
0,0,0,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0,0,0,0,0.205843619329426,0,0.191125759175025,0,0,1.94458082149186,0
1,0,0,0,1,0,1,0,0,1,0,TRUE,TRUE,2,1.46843422291368,0,0,0,8.93280059073072e-12,0,7.64598859902648e-192,0,0,1.5812079248582,0
0,1,0,0,1,0,1,0,0,1,0,TRUE,TRUE,2,0,2.72940607637992,0,0,3.89577580619874e-172,0,1.97626258336499e-323,0,0,1.82698181217168,0
1,1,0,0,1,0,1,0,0,1,0,TRUE,TRUE,3,2.98061625236872,5.46898194785882,0,0,1.48219693752374e-323,0,4.94065645841247e-324,0,0,2.27967657303827,0
0,0,1,0,1,0,1,0,0,1,0,TRUE,TRUE,2,0,0,3.83327975277871,0,1.65918995415682e-164,0,9.88131291682493e-324,0,0,1.39440735935665,0
1,0,1,0,1,0,1,0,0,1,0,FALSE,FALSE,3,6.70659772026268e+103,0,1.01835866341303e+104,0,0,0,0,0,0,0.0815385242489444,0
0,1,1,0,1,0,1,0,0,1,0,TRUE,TRUE,2,0,9.0962382496908e-189,3.83327975277871,0,1.21058311578702e-164,0,9.88131291682493e-324,0,0,1.39440735935665,0
1,1,1,0,1,0,1,0,0,1,0,FALSE,FALSE,3,7.08713297690388e+26,4.94065645841247e-324,1.07614077462626e+27,0,0,0,-1.54345885622613e-08,0,0,0.746336325248927,0
0,0,0,1,1,0,1,0,0,1,0,TRUE,TRUE,4,0,0,0,0.458807821575466,0.136023582246996,0,0.132116391508529,0,0,1.71100663102696,0
1,0,0,1,1,0,1,0,0,1,0,TRUE,TRUE,3,1.5944416167634,0,0,0.112199185491557,8.745709926231e-28,0,1.78018887244754e-231,0,0,1.56426843622472,0
0,1,0,1,1,0,1,0,0,1,0,TRUE,TRUE,2,0,2.72940607637993,0,6.68769398418991e-44,5.64475983561977e-176,0,1.97626258336499e-323,0,0,1.82698181217168,0
1,1,0,1,1,0,1,0,0,1,0,TRUE,TRUE,3,2.98061625236872,5.46898194785882,0,1.97626258336499e-323,1.48219693752374e-323,0,4.94065645841247e-324,0,0,2.27967657303827,0
0,0,1,1,1,0,1,0,0,1,0,TRUE,TRUE,2,0,0,3.8332797527787,1.15856532483089e-70,1.61335923950242e-167,0,9.88131291682493e-324,0,0,1.39440735935664,0
1,0,1,1,1,0,1,0,0,1,0,FALSE,FALSE,3,4.76655028134529e+73,0,7.23773510216123e+73,0,0,0,0,0,0,0.192068435010659,0
0,1,1,1,1,0,1,0,0,1,0,TRUE,TRUE,2,0,1.6627717885677e-192,3.8332797527787,9.85153484084434e-71,1.02459388892963e-167,0,9.88131291682493e-324,0,0,1.39440735935664,0
1,1,1,1,1,0,1,0,0,1,0,FALSE,FALSE,3,3.24812322864122e+103,0,4.93209011139312e+103,0,0,0,0,0,0,0.0823327701648575,0
0,0,0,0,0,1,1,0,0,1,0,TRUE,TRUE,3,0,0,0,0,0,1.14701587480956,0.0691119704880124,0,0,1.2179271381373,0
1,0,0,0,0,1,1,0,0,1,0,TRUE,TRUE,3,0.893523213152896,0,0,0,0,1.21294731179468,2.22209656373518e-171,0,0,1.16927780038777,0
0,1,0,0,0,1,1,0,0,1,0,TRUE,TRUE,3,0,2.31682582325148,0,0,0,1.32833220811125,1.97626258336499e-323,0,0,1.35756565702661,0
1,1,0,0,0,1,1,0,0,1,0,TRUE,TRUE,4,1.83325263036388,3.93963832429271,0,0,0,1.52854538496677,4.94065645841247e-324,0,0,1.56524644890271,0
0,0,1,0,0,1,1,0,0,1,0,TRUE,TRUE,3,0,0,3.21187032618372,0,0,1.26689445223122,9.88131291682493e-324,0,0,1.01119950632896,0
1,0,1,0,0,1,1,0,0,1,0,FALSE,FALSE,3,7.97797907069238e+74,0,1.22917334373686e+75,0,0,6.31613444717234e+73,0,0,0,6.93857436152191e-51,0
0,1,1,0,0,1,1,0,0,1,0,TRUE,TRUE,3,0,2.93010495042305e-159,3.21187032618372,0,0,1.26689445223122,9.88131291682493e-324,0,0,1.01119950632896,0
1,1,1,0,0,1,1,0,0,1,0,FALSE,FALSE,3,9.97204631972079e+74,0,1.53640081154622e+75,0,0,7.89482959414765e+73,0,0,0,5.99877228802634e-51,0
0,0,0,1,0,1,1,0,0,1,0,TRUE,TRUE,3,0,0,0,0.590648713233667,0,1.46686381943169,1.06051169103835e-50,0,0,0.927437336466984,0
1,0,0,1,0,1,1,0,0,1,0,TRUE,TRUE,4,1.18278089605024,0,0,0.334556817892041,0,1.39538723176223,1.67869641217933e-283,0,0,1.05680885411457,0
0,1,0,1,0,1,1,0,0,1,0,TRUE,TRUE,4,0,2.40820234797618,0,0.0799726414638875,0,1.37484753174848,1.97626258336499e-323,0,0,1.33706219227964,0
1,1,0,1,0,1,1,0,0,1,0,TRUE,TRUE,4,1.83325263036388,3.9396383242927,0,2.46320077574618e-214,0,1.52854538496677,4.94065645841247e-324,0,0,1.56524644890271,0
0,0,1,1,0,1,1,0,0,1,0,TRUE,TRUE,4,0,0,3.20240717893719,0.0331233089881062,0,1.28328001781294,9.88131291682493e-324,0,0,0.999566254979539,0
1,0,1,1,0,1,1,0,0,1,0,FALSE,FALSE,3,3.2835767017731e+74,0,5.05903176502666e+74,0,0,2.59959467582352e+73,0,0,0,1.25340173499341e-50,0
0,1,1,1,0,1,1,0,0,1,0,TRUE,TRUE,4,0,3.00652060122573e-156,3.20240717893722,0.0331233089880099,0,1.28328001781289,9.88131291682493e-324,0,0,0.999566254979578,0
1,1,1,1,0,1,1,0,0,1,0,FALSE,FALSE,3,5.94443506757385e+74,0,9.15863662199676e+74,0,0,4.70618571026512e+73,0,0,0,8.4625770623809e-51,0
0,0,0,0,1,1,1,0,0,1,0,TRUE,TRUE,3,0,0,0,0,0.603895797632297,1.22644338659067,3.30073696596505e-90,0,0,1.82893086786037,0
1,0,0,0,1,1,1,0,0,1,0,TRUE,TRUE,4,0.250641749089977,0,0,0,0.570534248701691,1.23547012652745,1.83196806526183e-141,0,0,1.79869294890903,0
0,1,0,0,1,1,1,0,0,1,0,TRUE,TRUE,4,0,2.19556760527352,0,0,0.189097941164313,1.33783270741458,1.97626258336499e-323,0,0,1.5614505362792,0
1,1,0,0,1,1,1,0,0,1,0,TRUE,TRUE,4,1.83325263036389,3.93963832429271,0,0,1.03690320163773e-172,1.52854538496677,4.94065645841247e-324,0,0,1.56524644890271,0
0,0,1,0,1,1,1,0,0,1,0,TRUE,TRUE,4,0,0,3.24801777542459,0,0.161680589915273,1.28321755781496,9.88131291682493e-324,0,0,1.19371217169378,0
1,0,1,0,1,1,1,0,0,1,0,FALSE,FALSE,3,1.50596775929696e+74,0,2.32025605714498e+74,0,0,1.1922687132346e+73,0,0,0,2.27177068814723e-50,0
0,1,1,0,1,1,1,0,0,1,0,TRUE,TRUE,4,0,2.87523362587721e-167,3.24801777542459,0,0.161680589915273,1.28321755781496,9.88131291682493e-324,0,0,1.19371217169378,0
1,1,1,0,1,1,1,0,0,1,0,FALSE,FALSE,3,7.25450516798665e+73,0,1.11770716562145e+74,0,0,5.74336302247717e+72,0,0,0,3.75016554265226e-50,0
0,0,0,1,1,1,1,0,0,1,0,TRUE,TRUE,4,0,0,0,0.442865284688814,0.615230850381492,1.45042329453594,3.32633122426788e-151,0,0,1.68114825986487,0
1,0,0,1,1,1,1,0,0,1,0,TRUE,TRUE,5,0.581255168247932,0,0,0.336253597041294,0.53513445613648,1.41743786371398,2.42150696848564e-255,0,0,1.64660043072248,0
0,1,0,1,1,1,1,0,0,1,0,TRUE,TRUE,5,0,2.27923638960532,0,0.0652934870901819,0.17496198107168,1.37509983402345,1.97626258336499e-323,0,0,1.5294691743867,0
1,1,0,1,1,1,1,0,0,1,0,TRUE,TRUE,4,1.83325263036389,3.93963832429271,0,5.23862857620212e-209,2.67921710636838e-173,1.52854538496677,4.94065645841247e-324,0,0,1.56524644890271,0
0,0,1,1,1,1,1,0,0,1,0,TRUE,TRUE,4,0,0,3.24801766137774,4.00341679798586e-07,0.161680620412792,1.2832177623858,9.88131291682493e-324,0,0,1.19371205949289,0
1,0,1,1,1,1,1,0,0,1,0,FALSE,FALSE,3,1.20860125812266e+74,0,1.86210121200824e+74,0,0,9.56844831464655e+72,0,0,0,2.6101861621905e-50,0
0,1,1,1,1,1,1,0,0,1,0,TRUE,TRUE,4,0,8.75148175084844e-167,3.248017662153,3.97620247487899e-07,0.161680620205475,1.28321776099518,9.88131291682493e-324,0,0,1.19371206025561,0
1,1,1,1,1,1,1,0,0,1,0,FALSE,FALSE,3,9.10223574463229e+74,0,1.40238843027455e+75,0,0,7.20620400524159e+73,0,0,0,6.51477328478808e-51,0
0,0,0,0,0,0,0,1,0,1,0,TRUE,TRUE,1,0,0,0,0,0,0,0,4.94065645841247e-324,0,1.51329828761776,0
1,0,0,0,0,0,0,1,0,1,0,TRUE,TRUE,2,1.46843422292451,0,0,0,0,0,0,4.94065645841247e-324,0,1.58120792484751,0
0,1,0,0,0,0,0,1,0,1,0,TRUE,TRUE,2,0,2.72940607637992,0,0,0,0,0,4.94065645841247e-324,0,1.82698181217168,0
1,1,0,0,0,0,0,1,0,1,0,FALSE,FALSE,3,2.98061625236872,5.46898194785882,0,0,0,0,0,0,0,2.27967657303827,0
0,0,1,0,0,0,0,1,0,1,0,FALSE,FALSE,2,0,0,3.8332797527787,0,0,0,0,0,0,1.39440735935664,0
1,0,1,0,0,0,0,1,0,1,0,TRUE,TRUE,3,4.87262081752348e+103,0,7.39879716962875e+103,0,0,0,0,1.63562974982543e-265,0,0.0782843251858393,0
0,1,1,0,0,0,0,1,0,1,0,FALSE,FALSE,2,0,1.18858890898991e-188,3.83327975277871,0,0,0,0,0,0,1.39440735935665,0
1,1,1,0,0,0,0,1,0,1,0,FALSE,FALSE,3,4.85940218517747e+75,0,7.37872542933718e+75,0,0,0,0,0,0,0.177865375211854,0
0,0,0,1,0,0,0,1,0,1,0,TRUE,TRUE,2,0,0,0,0.448056069666161,0,0,0,4.94065645841247e-324,0,1.42238112771558,0
1,0,0,1,0,0,0,1,0,1,0,TRUE,TRUE,3,1.59444161676341,0,0,0.112199185491557,0,0,0,4.94065645841247e-324,0,1.56426843622471,0
0,1,0,1,0,0,0,1,0,1,0,FALSE,FALSE,2,0,2.72940607637993,0,6.41138657692948e-44,0,0,0,-4.94065645841247e-324,0,1.82698181217168,0
1,1,0,1,0,0,0,1,0,1,0,FALSE,FALSE,3,2.98061625236872,5.46898194785881,0,1.97626258336499e-323,0,0,0,0,0,2.27967657303827,0
0,0,1,1,0,0,0,1,0,1,0,TRUE,TRUE,2,0,0,3.8332797527787,1.38710872692411e-70,0,0,0,1.743708999928e-180,0,1.39440735935664,0
1,0,1,1,0,0,0,1,0,1,0,FALSE,FALSE,3,1.1822608092849e+74,0,1.7951956979787e+74,0,0,0,0,0,0,0.181525438965099,0
0,1,1,1,0,0,0,1,0,1,0,FALSE,FALSE,2,0,1.99597910159909e-192,3.8332797527787,1.11890278687842e-70,0,0,0,-2.86980547881262e-186,0,1.39440735935664,0
1,1,1,1,0,0,0,1,0,1,0,FALSE,FALSE,3,2.07033233188988e+103,0,3.14368172099279e+103,0,0,0,0,-4.94065645841247e-324,0,0.0801838567784317,0
0,0,0,0,1,0,0,1,0,1,0,TRUE,TRUE,2,0,0,0,0,0.193288579020924,0,0,4.94065645841247e-324,0,1.73903134003391,0
1,0,0,0,1,0,0,1,0,1,0,TRUE,TRUE,2,1.46843422291365,0,0,0,8.9614539616822e-12,0,0,4.94065645841247e-324,0,1.58120792485824,0
0,1,0,0,1,0,0,1,0,1,0,TRUE,TRUE,2,0,2.72940607637992,0,0,3.33064751008817e-172,0,0,4.94065645841247e-324,0,1.82698181217168,0
1,1,0,0,1,0,0,1,0,1,0,FALSE,FALSE,3,2.98061625236872,5.46898194785882,0,0,1.48219693752374e-323,0,0,0,0,2.27967657303827,0
0,0,1,0,1,0,0,1,0,1,0,FALSE,FALSE,2,0,0,3.83327975277871,0,1.82642591540463e-164,0,0,0,0,1.39440735935665,0
1,0,1,0,1,0,0,1,0,1,0,FALSE,FALSE,3,2.19872297063039e+103,0,3.33863559286064e+103,0,0,0,0,5.45449386988682e-264,0,0.0816910617325283,0
0,1,1,0,1,0,0,1,0,1,0,FALSE,FALSE,2,0,9.22390455207991e-189,3.83327975277871,0,1.28225699056475e-164,0,0,0,0,1.39440735935665,0
1,1,1,0,1,0,0,1,0,1,0,FALSE,FALSE,3,1.62479953743205e+103,0,2.46716554990959e+103,0,0,0,0,7.79665714912031e-264,0,0.0826296445368841,0
0,0,0,1,1,0,0,1,0,1,0,TRUE,TRUE,3,0,0,0,0.416347526480312,0.133447614328454,0,0,4.94065645841247e-324,0,1.58466273375141,0
1,0,0,1,1,0,0,1,0,1,0,FALSE,FALSE,3,1.5944416167634,0,0,0.112199185491557,9.26546155851286e-28,0,0,0,0,1.56426843622472,0
0,1,0,1,1,0,0,1,0,1,0,FALSE,FALSE,2,0,2.72940607637993,0,6.36168915904097e-44,5.67118727399284e-176,0,0,0,0,1.82698181217168,0
1,1,0,1,1,0,0,1,0,1,0,FALSE,FALSE,3,2.98061625236872,5.46898194785882,0,1.97626258336499e-323,1.48219693752374e-323,0,0,0,0,2.27967657303827,0
0,0,1,1,1,0,0,1,0,1,0,FALSE,FALSE,2,0,0,3.8332797527787,1.13052348806971e-70,1.7590827879985e-167,0,0,-8.56938091244017e-181,0,1.39440735935664,0
1,0,1,1,1,0,0,1,0,1,0,FALSE,FALSE,3,2.12873083076059e+73,0,3.23235651518177e+73,0,0,0,0,0,0,0.191650667927278,0
0,1,1,1,1,0,0,1,0,1,0,FALSE,FALSE,2,0,1.60297979475081e-192,3.8332797527787,9.57402746028394e-71,1.09326662453063e-167,0,0,-1.06090948193549e-184,0,1.39440735935664,0
1,1,1,1,1,0,0,1,0,1,0,FALSE,FALSE,3,5.6525116117723e+74,0,8.58301691854826e+74,0,0,0,0,0,0,0.186193380919867,0
0,0,0,0,0,1,0,1,0,1,0,TRUE,TRUE,2,0,0,0,0,0,1.16956601068974,0,9.88131291682493e-324,0,1.14173752063456,0
1,0,0,0,0,1,0,1,0,1,0,TRUE,TRUE,3,0.893523213152898,0,0,0,0,1.21294731179468,0,4.94065645841247e-324,0,1.16927780038778,0
0,1,0,0,0,1,0,1,0,1,0,TRUE,TRUE,3,0,2.31682582325148,0,0,0,1.32833220811125,0,4.94065645841247e-324,0,1.35756565702661,0
1,1,0,0,0,1,0,1,0,1,0,FALSE,FALSE,4,1.83325263036388,3.9396383242927,0,0,0,1.52854538496677,0,0,0,1.56524644890271,0
0,0,1,0,0,1,0,1,0,1,0,FALSE,FALSE,3,0,0,3.21187032618372,0,0,1.26689445223122,0,-4.94065645841247e-324,0,1.01119950632896,0
1,0,1,0,0,1,0,1,0,1,0,FALSE,FALSE,3,8.22823712390755e+73,0,1.26773079360507e+74,0,0,6.51426275718608e+72,0,0,0,3.26483552950609e-50,0
0,1,1,0,0,1,0,1,0,1,0,FALSE,FALSE,3,0,2.94650730309847e-159,3.21187032618372,0,0,1.26689445223122,0,-4.94065645841247e-324,0,1.01119950632896,0
1,1,1,0,0,1,0,1,0,1,0,FALSE,FALSE,3,2.33653023940286e+74,0,3.59991002942049e+74,0,0,1.84982174071712e+73,0,0,0,1.61130765044265e-50,0
0,0,0,1,0,1,0,1,0,1,0,TRUE,TRUE,3,0,0,0,0.590648713233664,0,1.46686381943168,0,4.94065645841247e-324,0,0.927437336466985,0
1,0,0,1,0,1,0,1,0,1,0,TRUE,TRUE,4,1.18278089605023,0,0,0.334556817892041,0,1.39538723176223,0,4.94065645841247e-324,0,1.05680885411458,0
0,1,0,1,0,1,0,1,0,1,0,FALSE,FALSE,4,0,2.40820234797618,0,0.0799726414638875,0,1.37484753174848,0,0,0,1.33706219227964,0
1,1,0,1,0,1,0,1,0,1,0,FALSE,FALSE,4,1.83325263036388,3.9396383242927,0,1.45223117934192e-209,0,1.52854538496677,0,0,0,1.56524644890271,0
0,0,1,1,0,1,0,1,0,1,0,FALSE,FALSE,4,0,0,3.20240717893719,0.0331233089881065,0,1.28328001781294,0,-4.94065645841247e-324,0,0.999566254979539,0
1,0,1,1,0,1,0,1,0,1,0,FALSE,FALSE,3,8.23441569608004e+73,0,1.26868273095033e+74,0,0,6.51915430831483e+72,0,0,0,3.20451539536393e-50,0
0,1,1,1,0,1,0,1,0,1,0,FALSE,FALSE,4,0,2.8374755710125e-156,3.20240717893722,0.0331233089880061,0,1.28328001781288,0,-4.94065645841247e-324,0,0.99956625497958,0
1,1,1,1,0,1,0,1,0,1,0,FALSE,FALSE,3,7.03733488665221e+73,0,1.0842475741005e+74,0,0,5.57143017047556e+72,0,0,0,3.64004621833157e-50,0
0,0,0,0,1,1,0,1,0,1,0,TRUE,TRUE,3,0,0,0,0,0.603895797632298,1.22644338659068,0,4.94065645841247e-324,0,1.82893086786037,0
1,0,0,0,1,1,0,1,0,1,0,TRUE,TRUE,4,0.250641749089977,0,0,0,0.570534248701691,1.23547012652745,0,4.94065645841247e-324,0,1.79869294890903,0
0,1,0,0,1,1,0,1,0,1,0,FALSE,FALSE,4,0,2.19556760527352,0,0,0.189097941164313,1.33783270741458,0,0,0,1.5614505362792,0
1,1,0,0,1,1,0,1,0,1,0,FALSE,FALSE,4,1.83325263036389,3.93963832429271,0,0,8.16577335543175e-173,1.52854538496677,0,0,0,1.56524644890271,0
0,0,1,0,1,1,0,1,0,1,0,TRUE,TRUE,4,0,0,3.24801777542459,0,0.161680589915273,1.28321755781496,0,9.88131291682493e-324,0,1.19371217169378,0
1,0,1,0,1,1,0,1,0,1,0,FALSE,FALSE,3,8.38255240895738e+73,0,1.29150626772372e+74,0,0,6.63643355745831e+72,0,0,0,3.37628763884312e-50,0
0,1,1,0,1,1,0,1,0,1,0,FALSE,FALSE,4,0,2.89703224640697e-167,3.24801777542459,0,0.161680589915273,1.28321755781496,0,-4.94065645841247e-324,0,1.19371217169378,0
1,1,1,0,1,1,0,1,0,1,0,FALSE,FALSE,3,9.25279026216292e+73,0,1.42558448006201e+74,0,0,7.32539742075781e+72,0,0,0,3.15187612114746e-50,0
0,0,0,1,1,1,0,1,0,1,0,TRUE,TRUE,4,0,0,0,0.442865284688814,0.615230850381493,1.45042329453594,0,4.94065645841247e-324,0,1.68114825986486,0
1,0,0,1,1,1,0,1,0,1,0,FALSE,FALSE,5,0.581255168247932,0,0,0.336253597041294,0.53513445613648,1.41743786371398,0,0,0,1.64660043072248,0
0,1,0,1,1,1,0,1,0,1,0,TRUE,TRUE,5,0,2.27923638960532,0,0.0652934870901819,0.17496198107168,1.37509983402345,0,4.94065645841247e-324,0,1.5294691743867,0
1,1,0,1,1,1,0,1,0,1,0,FALSE,FALSE,4,1.83325263036389,3.93963832429271,0,4.45603478447635e-209,2.50848279158597e-173,1.52854538496677,0,0,0,1.56524644890271,0
0,0,1,1,1,1,0,1,0,1,0,FALSE,FALSE,4,0,0,3.24801766176347,3.98987619588563e-07,0.161680620309641,1.28321776169389,0,0,0,1.19371205987239,0
1,0,1,1,1,1,0,1,0,1,0,FALSE,FALSE,3,8.2338179089181e+73,0,1.26859062942459e+74,0,0,6.51868104258562e+72,0,0,0,3.37343113668493e-50,0
0,1,1,1,1,1,0,1,0,1,0,FALSE,FALSE,4,0,8.36881775066073e-167,3.24801766256565,3.96171742520574e-07,0.16168062009513,1.283217760255,0,0,0,1.19371206066157,0
1,1,1,1,1,1,0,1,0,1,0,FALSE,FALSE,3,1.15393886655235e+74,0,1.77788244679495e+74,0,0,9.13568832454918e+72,0,0,0,2.68131386586995e-50,0
0,0,0,0,0,0,1,1,0,1,0,TRUE,TRUE,2,0,0,0,0,0,0,0.269999504157215,4.94065645841247e-324,0,1.78296052075536,0
1,0,0,0,0,0,1,1,0,1,0,TRUE,TRUE,2,1.46843422292452,0,0,0,0,0,2.25859696360425e-188,4.94065645841247e-324,0,1.5812079248475,0
0,1,0,0,0,0,1,1,0,1,0,TRUE,TRUE,2,0,2.72940607637992,0,0,0,0,1.97626258336499e-323,4.94065645841247e-324,0,1.82698181217168,0
1,1,0,0,0,0,1,1,0,1,0,FALSE,FALSE,3,2.98061625236872,5.46898194785882,0,0,0,0,4.94065645841247e-324,0,0,2.27967657303827,0
0,0,1,0,0,0,1,1,0,1,0,FALSE,FALSE,2,0,0,3.83327975277871,0,0,0,9.88131291682493e-324,0,0,1.39440735935665,0
1,0,1,0,0,0,1,1,0,1,0,FALSE,TRUE,3,4.2875723211496e+103,0,6.51043435192305e+103,0,0,0,4.94065645841247e-324,6.38042756093482e-266,0,0.0792389020692789,0
0,1,1,0,0,0,1,1,0,1,0,FALSE,FALSE,2,0,1.17408836216139e-188,3.83327975277871,0,0,0,9.88131291682493e-324,0,0,1.39440735935665,0
1,1,1,0,0,0,1,1,0,1,0,FALSE,FALSE,3,6.09974366628951e+73,0,9.2621133192425e+73,0,0,0,0,0,0,0.189120277097909,0
0,0,0,1,0,0,1,1,0,1,0,TRUE,TRUE,3,0,0,0,0.505288156051653,0,0,0.175548649805593,4.94065645841247e-324,0,1.58609725893595,0
1,0,0,1,0,0,1,1,0,1,0,TRUE,TRUE,3,1.59444161676341,0,0,0.112199185491557,0,0,9.10763096725296e-232,4.94065645841247e-324,0,1.56426843622471,0
0,1,0,1,0,0,1,1,0,1,0,FALSE,FALSE,2,0,2.72940607637993,0,6.79304738445001e-44,0,0,1.97626258336499e-323,0,0,1.82698181217168,0
1,1,0,1,0,0,1,1,0,1,0,FALSE,FALSE,3,2.98061625236872,5.46898194785882,0,1.97626258336499e-323,0,0,4.94065645841247e-324,0,0,2.27967657303827,0
0,0,1,1,0,0,1,1,0,1,0,FALSE,FALSE,2,0,0,3.8332797527787,1.43299182661568e-70,0,0,9.88131291682493e-324,-9.85077572798669e-192,0,1.39440735935664,0
